stateCode,stateNameEnglish,districtCode,districtNameEnglish,subdistrictCode,subdistrictNameEnglish,villageCode,villageNameEnglish,pincode
19,West Bengal,312,Hooghly,2348,Haripal,325437,Purba Jaykrishnapur,712407
19,West Bengal,312,Hooghly,2348,Haripal,325430,Purbba Mallikpur,712706
19,West Bengal,312,Hooghly,2348,Haripal,325444,Sahapur,712407
19,West Bengal,312,Hooghly,2348,Haripal,325326,Sodpur,712403
19,West Bengal,312,Hooghly,2348,Haripal,325324,Sundarpur,712403
19,West Bengal,312,Hooghly,2353,Jangipara,325688,Anarbati,712408
19,West Bengal,312,Hooghly,2353,Jangipara,325746,Atpur,712408
19,West Bengal,312,Hooghly,2353,Jangipara,325713,Bilaspur,712408
19,West Bengal,312,Hooghly,2353,Jangipara,325710,Budul Badul Hati,712404
19,West Bengal,312,Hooghly,2353,Jangipara,325732,Chakpur,712404
19,West Bengal,312,Hooghly,2353,Jangipara,325758,Chandrahati,712403
19,West Bengal,312,Hooghly,2353,Jangipara,325756,Ghanashyampur,712403
19,West Bengal,312,Hooghly,2353,Jangipara,325777,Hosenpur,712706
19,West Bengal,312,Hooghly,2353,Jangipara,325757,Jagalgari,712403
19,West Bengal,312,Hooghly,2353,Jangipara,325737,Jagannathpur,712404
19,West Bengal,312,Hooghly,2353,Jangipara,325680,Jhanda,712408
19,West Bengal,312,Hooghly,2353,Jangipara,325794,Kamdebpur,712102
19,West Bengal,312,Hooghly,2353,Jangipara,325722,Khurigachhi,712404
19,West Bengal,312,Hooghly,2353,Jangipara,325686,Lohagachhi,712408
19,West Bengal,312,Hooghly,2353,Jangipara,325791,Mahestikuri,712404
19,West Bengal,312,Hooghly,2353,Jangipara,325790,Mohanpur,712404
19,West Bengal,312,Hooghly,2353,Jangipara,325709,Paschim Durgapur,712404
19,West Bengal,312,Hooghly,2353,Jangipara,325760,Santanpur,712403
19,West Bengal,312,Hooghly,2353,Jangipara,325728,Satghara,712404
19,West Bengal,312,Hooghly,2353,Jangipara,325715,Senpur,712408
19,West Bengal,312,Hooghly,2353,Jangipara,325676,Shib Chak,712401
19,West Bengal,312,Hooghly,2353,Jangipara,325765,Somnagar,712403
19,West Bengal,312,Hooghly,2354,Khanakul - I,325867,Atghara,712412
19,West Bengal,312,Hooghly,2354,Khanakul - I,325808,Bamankhana,712617
19,West Bengal,312,Hooghly,2354,Khanakul - I,325809,Bandipur,712617
19,West Bengal,312,Hooghly,2354,Khanakul - I,325891,Chabbishpur,712416
19,West Bengal,312,Hooghly,2354,Khanakul - I,325887,Chhatrashali,712415
19,West Bengal,312,Hooghly,2354,Khanakul - I,325878,Daspur,712415
19,West Bengal,312,Hooghly,2354,Khanakul - I,325836,Gauran Mandaran,712612
19,West Bengal,312,Hooghly,2354,Khanakul - I,325815,Ghashua,712613
19,West Bengal,312,Hooghly,2354,Khanakul - I,325872,Helan,712412
19,West Bengal,312,Hooghly,2354,Khanakul - I,325898,Jugikundu,712416
19,West Bengal,312,Hooghly,2354,Khanakul - I,325896,Kabilpur,712406
19,West Bengal,312,Hooghly,2354,Khanakul - I,325853,Kamdebpur,712406
19,West Bengal,312,Hooghly,2354,Khanakul - I,325825,Kanchra,712613
19,West Bengal,312,Hooghly,2354,Khanakul - I,325870,Khamargor,712412
19,West Bengal,312,Hooghly,2354,Khanakul - I,325849,Khanakul,712406
19,West Bengal,312,Hooghly,2354,Khanakul - I,325826,Mainan,712406
19,West Bengal,312,Hooghly,2354,Khanakul - I,325874,Majpur,712412
19,West Bengal,312,Hooghly,2354,Khanakul - I,325821,Paschim Thakurani Chak,712613
19,West Bengal,312,Hooghly,2354,Khanakul - I,325879,Purbba Radhanagar,712415
19,West Bengal,312,Hooghly,2354,Khanakul - I,325839,Raghunathpur,712406
19,West Bengal,312,Hooghly,2354,Khanakul - I,325843,Sahanpur,712406
19,West Bengal,312,Hooghly,2354,Khanakul - I,325823,Sankarpur,712613
19,West Bengal,312,Hooghly,2354,Khanakul - I,325894,Sarda,712406
19,West Bengal,312,Hooghly,2354,Khanakul - I,325861,Sonatikri,712406
19,West Bengal,312,Hooghly,2354,Khanakul - I,325873,Tantisal,712412
19,West Bengal,312,Hooghly,2354,Khanakul - I,325875,Udna,712415
19,West Bengal,312,Hooghly,2354,Khanakul - I,325897,Uttar Sudam Chak,712416
19,West Bengal,312,Hooghly,2355,Khanakul - II,325920,Bhairabpur,712416
19,West Bengal,312,Hooghly,2355,Khanakul - II,325914,Dhaldanga,712417
19,West Bengal,312,Hooghly,2355,Khanakul - II,325919,Hayatpur,712416
19,West Bengal,312,Hooghly,2355,Khanakul - II,325907,Jagatpur,712417
19,West Bengal,312,Hooghly,2355,Khanakul - II,325938,Ketedal,712416
19,West Bengal,312,Hooghly,2355,Khanakul - II,325910,Madhyarang,712417
19,West Bengal,312,Hooghly,2355,Khanakul - II,325918,Mahishnala Damkunda,712417
19,West Bengal,312,Hooghly,2355,Khanakul - II,325949,Mostafapur,712416
19,West Bengal,312,Hooghly,2355,Khanakul - II,325947,Palashpai,712416
19,West Bengal,312,Hooghly,2355,Khanakul - II,325937,Ranjitbati,712416
19,West Bengal,312,Hooghly,2355,Khanakul - II,325929,Sabalsinghapur,712417
19,West Bengal,312,Hooghly,2344,Pandua,324821,Aima,712149
19,West Bengal,312,Hooghly,2344,Pandua,324801,Atkula,712146
19,West Bengal,312,Hooghly,2344,Pandua,324849,Bagmaidan,712148
19,West Bengal,312,Hooghly,2344,Pandua,324763,Bainchi,712134
19,West Bengal,312,Hooghly,2344,Pandua,324883,Balarampur,712146
19,West Bengal,312,Hooghly,2344,Pandua,324765,Ballal Dighi,712135
19,West Bengal,312,Hooghly,2344,Pandua,324865,Barasarasa,712147
19,West Bengal,312,Hooghly,2344,Pandua,324804,Basudebpur,712134
19,West Bengal,312,Hooghly,2344,Pandua,324899,Batika (Ct),712134
19,West Bengal,312,Hooghly,2344,Pandua,324868,Benedanga,712147
19,West Bengal,312,Hooghly,2344,Pandua,324825,Bhuinpara,712149
19,West Bengal,312,Hooghly,2344,Pandua,324811,Bilsara,712134
19,West Bengal,312,Hooghly,2344,Pandua,324817,Chandpur,712152
19,West Bengal,312,Hooghly,2344,Pandua,324878,Chapta,712147
19,West Bengal,312,Hooghly,2344,Pandua,324764,Chau Bera,712135
19,West Bengal,312,Hooghly,2344,Pandua,324802,China,712134
19,West Bengal,312,Hooghly,2344,Pandua,324897,Dakhin Dashdarun,712146
19,West Bengal,312,Hooghly,2344,Pandua,324858,Dalua Gachhi,712149
19,West Bengal,312,Hooghly,2344,Pandua,324820,Daspur,712134
19,West Bengal,312,Hooghly,2344,Pandua,324881,Depara,712146
19,West Bengal,312,Hooghly,2344,Pandua,324823,Gopalnagar,712152
19,West Bengal,312,Hooghly,2344,Pandua,324773,Gutra,712149
19,West Bengal,312,Hooghly,2344,Pandua,324813,Haral,712149
19,West Bengal,312,Hooghly,2344,Pandua,324877,Haridaspur,712147
19,West Bengal,312,Hooghly,2344,Pandua,324745,Hazipur,712146
19,West Bengal,312,Hooghly,2344,Pandua,324852,Kalishanda,712149
19,West Bengal,312,Hooghly,2344,Pandua,324834,Mairari,712149
19,West Bengal,312,Hooghly,2344,Pandua,324780,Mandalai,712146
19,West Bengal,312,Hooghly,2344,Pandua,324898,Pakri,712148
19,West Bengal,312,Hooghly,2344,Pandua,324769,Panch Gara,712149
19,West Bengal,312,Hooghly,2344,Pandua,324900,Pandua (Ct),712149
19,West Bengal,312,Hooghly,2344,Pandua,324797,Pontba,712149
19,West Bengal,312,Hooghly,2344,Pandua,324901,Purusottampur (Ct),712149
19,West Bengal,312,Hooghly,2344,Pandua,324836,Sachitara,712149
19,West Bengal,312,Hooghly,2344,Pandua,324815,Sarbamangola,712134
19,West Bengal,312,Hooghly,2344,Pandua,324892,Shikhira,712147
19,West Bengal,312,Hooghly,2344,Pandua,324775,Shrirambati,712149
19,West Bengal,312,Hooghly,2344,Pandua,324814,Sonatikri,712134
19,West Bengal,312,Hooghly,2344,Pandua,324787,Tinna,712149
19,West Bengal,312,Hooghly,2347,Polba - Dadpur,325173,Amnan,712305
19,West Bengal,312,Hooghly,2347,Polba - Dadpur,325181,Ampala,712123
